Class,Order,Family,Genus,Species,1,2,3,4,5,6,7,8,9,10,category_at_start,num_assessments,category_at_end,numeric_category_at_start,numeric_category_at_end,Delta_Status,is_geniune,to_check
MAMMALIA,CARNIVORA,FELIDAE,Puma,Puma concolor,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius hellenicus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius laevis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius platygaster,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius polyakovi,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius pungitius,LC,LC,LC,NA,NA,NA,NA,NA,NA,NA,LC,3,LC,0,0,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius sinensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,GASTEROSTEIFORMES,GASTEROSTEIDAE,Pungitius,Pungitius stenurus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
MAMMALIA,RODENTIA,CRICETIDAE,Punomys,Punomys kofordi,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
MAMMALIA,RODENTIA,CRICETIDAE,Punomys,Punomys lemminus,VU,VU,NA,NA,NA,NA,NA,NA,NA,NA,VU,2,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntigrus,Puntigrus partipentazona,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntioplites,Puntioplites falcifer,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntioplites,Puntioplites proctozystron,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntioplites,Puntioplites waandersi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius arenatus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius bimaculatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius brevis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius cauveriensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius chola,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius crescentus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius deccanensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius dorsalis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius fraseri,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius jayarami,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius mudumalaiensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius parrah,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius pugio,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius sahyadriensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius sophore,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius spilopterus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius terio,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Puntius,Puntius vittatus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,MELIPHAGIDAE,Purnella,Purnella albifrons,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Purpureicephalus,Purpureicephalus spurius,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,Pusa caspica,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,Pusa hispida,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,CARNIVORA,PHOCIDAE,Pusa,Pusa sibirica,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
ACTINOPTERYGII,OPHIDIIFORMES,OPHIDIIDAE,Pycnocraspedum,Pycnocraspedum squamipinne,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pycnomma,Pycnomma roosevelti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus aurigaster,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus barbatus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus bimaculatus,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus blanfordi,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus brunneus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus cafer,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus capensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus cinereifrons,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus cyaniventris,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus davisoni,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus dispar,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus erythropthalmos,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus finlaysoni,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus flavescens,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus flaviventris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus goiavier,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus gularis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus jocosus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus leucogenys,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus leucogrammicus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus leucops,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus leucotis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus luteolus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus melanicterus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus montis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus nigricans,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus penicillatus,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus plumosus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus simplex,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus sinensis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus snouckaerti,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus squamatus,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus striatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus taivanus,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus tympanistrigus,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus xantholaemus,VU,VU,VU,VU,NA,NA,NA,NA,NA,NA,VU,4,VU,2,2,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus xanthopygos,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PYCNONOTIDAE,Pycnonotus,Pycnonotus xanthorrhous,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ACANTHIZIDAE,Pycnoptilus,Pycnoptilus floccosus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,MELIPHAGIDAE,Pycnopygius,Pycnopygius cinereus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,MELIPHAGIDAE,Pycnopygius,Pycnopygius ixoides,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,MELIPHAGIDAE,Pycnopygius,Pycnopygius stictocephalus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FURNARIIDAE,Pygarrhichas,Pygarrhichas albogularis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,Pygathrix cinerea,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,1,CR,4,4,0,NA,No
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,Pygathrix nemaeus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,Pygathrix nigripes,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus platyurus,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus pumilio,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
MAMMALIA,RODENTIA,DIPODIDAE,Pygeretmus,Pygeretmus zhitkovi,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
AVES,PASSERIFORMES,THAMNOPHILIDAE,Pygiptila,Pygiptila stellaris,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Pygmaeascincus,Pygmaeascincus koshlandae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Pygmaeascincus,Pygmaeascincus sadlieri,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Pygmaeascincus,Pygmaeascincus timlowi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Pygochelidon,Pygochelidon cyanoleuca,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,HIRUNDINIDAE,Pygochelidon,Pygochelidon melanoleuca,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Pygoderma,Pygoderma bilabiatum,LC,LC,NA,NA,NA,NA,NA,NA,NA,NA,LC,2,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Pygomeles,Pygomeles braconnieri,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,SCINCIDAE,Pygomeles,Pygomeles petteri,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,EN,1,EN,3,3,0,NA,No
ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Pygoplites,Pygoplites diacanthus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYGOPODIDAE,Pygopus,Pygopus lepidopodus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYGOPODIDAE,Pygopus,Pygopus nigriceps,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYGOPODIDAE,Pygopus,Pygopus robertsi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYGOPODIDAE,Pygopus,Pygopus schraderi,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
REPTILIA,SQUAMATA,PYGOPODIDAE,Pygopus,Pygopus steelescotti,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,Pygoscelis adeliae,LC,LC,NT,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,SPHENISCIFORMES,SPHENISCIDAE,Pygoscelis,Pygoscelis antarcticus,LC,LC,LC,LC,LC,LC,NA,NA,NA,NA,LC,6,LC,0,0,0,NA,No
ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Pylodictis,Pylodictis olivaris,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,OPHIDIIFORMES,CARAPIDAE,Pyramodon,Pyramodon lindas,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pyrenestes,Pyrenestes minor,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pyrenestes,Pyrenestes ostrinus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ESTRILDIDAE,Pyrenestes,Pyrenestes sanguineus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,Pyrgilauda blanfordi,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,Pyrgilauda davidiana,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,Pyrgilauda ruficollis,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,PASSERIDAE,Pyrgilauda,Pyrgilauda theresae,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THAMNOPHILIDAE,Pyriglena,Pyriglena atra,EN,EN,EN,NA,NA,NA,NA,NA,NA,NA,EN,3,EN,3,3,0,NA,No
AVES,PASSERIFORMES,THAMNOPHILIDAE,Pyriglena,Pyriglena leuconota,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THAMNOPHILIDAE,Pyriglena,Pyriglena leucoptera,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrilia,Pyrilia aurantiocephala,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrilia,Pyrilia haematotis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrilia,Pyrilia pulchra,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrilia,Pyrilia pyrilia,NT,NT,NT,NA,NA,NA,NA,NA,NA,NA,NT,3,NT,1,1,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Pyrocephalus,Pyrocephalus nanus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Pyrocephalus,Pyrocephalus rubinus,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,COTINGIDAE,Pyroderus,Pyroderus scutatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,CORVIDAE,Pyrrhocorax,Pyrrhocorax graculus,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,CORVIDAE,Pyrrhocorax,Pyrrhocorax pyrrhocorax,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ACANTHIZIDAE,Pyrrholaemus,Pyrrholaemus brunneus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,ACANTHIZIDAE,Pyrrholaemus,Pyrrholaemus sagittatus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,TYRANNIDAE,Pyrrhomyias,Pyrrhomyias cinnamomeus,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhoplectes,Pyrrhoplectes epauletta,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula aurantiaca,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula erythaca,LC,LC,LC,LC,LC,NA,NA,NA,NA,NA,LC,5,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula erythrocephala,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula leucogenis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula nipalensis,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula pyrrhula,LC,LC,LC,LC,LC,LC,NA,NA,NA,NA,LC,6,LC,0,0,0,NA,No
AVES,PASSERIFORMES,FRINGILLIDAE,Pyrrhula,Pyrrhula waterstradti,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,1,VU,2,2,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Pyrrhulagra,Pyrrhulagra nigra,NT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,1,NT,1,1,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Pyrrhulagra,Pyrrhulagra portoricensis,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Pyrrhulagra,Pyrrhulagra taylori,NT,NT,NA,NA,NA,NA,NA,NA,NA,NA,NT,2,NT,1,1,0,NA,No
AVES,PASSERIFORMES,THRAUPIDAE,Pyrrhulagra,Pyrrhulagra violacea,LC,LC,LC,LC,NA,NA,NA,NA,NA,NA,LC,4,LC,0,0,0,NA,No
ACTINOPTERYGII,CHARACIFORMES,LEBIASINIDAE,Pyrrhulina,Pyrrhulina eleanorae,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
ACTINOPTERYGII,CHARACIFORMES,LEBIASINIDAE,Pyrrhulina,Pyrrhulina spilota,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,1,LC,0,0,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura albipectus,VU,VU,VU,NA,NA,NA,NA,NA,NA,NA,VU,3,VU,2,2,0,NA,No
AVES,PSITTACIFORMES,PSITTACIDAE,Pyrrhura,Pyrrhura amazonum,EN,EN,NA,NA,NA,NA,NA,NA,NA,NA,EN,2,EN,3,3,0,NA,No
