scientific_name,realm_type,realm,area_m2,prop_type
Catharacta skua,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",2.9542E+12,0.156809831
Catharacta skua,Terrestrial,Nearctic,28726349201,0.370646783
Catharacta skua,Terrestrial,Palearctic,48756066618,0.629083741
Catharacta chilensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.2729E+12,0.793476814
Catharacta chilensis,Terrestrial,Neotropic,2.71257E+11,1
Catharacta chilensis,Marine,South-east Pacific,2.3048E+11,0.143672391
Catharacta chilensis,Marine,Southern Ocean,1.00826E+11,0.062850795
Catharacta maccormicki,Terrestrial,Antarctic,88204114261,0.865597715
Catharacta maccormicki,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.79196E+12,0.22189133
Catharacta maccormicki,Marine,Mid-tropical North Pacific Ocean,2.73164E+12,0.338249419
Catharacta maccormicki,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",3.53451E+12,0.437666101
Catharacta maccormicki,Terrestrial,Nearctic,13607387356,0.13353712
Catharacta maccormicki,Terrestrial,Oceania,88159954.63,0.000865164
Catharacta maccormicki,Marine,Southern Ocean,17711488839,0.00219315
Pandion haliaetus,Terrestrial,Afrotropic,1.4463E+13,0.195971836
Pandion haliaetus,Terrestrial,Australasia,2.79832E+12,0.037916992
Pandion haliaetus,Marine,Black Sea,6022721364,0.030927233
Pandion haliaetus,Terrestrial,Indo-Malay,6.70373E+12,0.090834951
Pandion haliaetus,Marine,Inner Baltic Sea Inner,8772136008,0.045045732
Pandion haliaetus,Freshwater,large lakes,1.76419E+12,0.023912031
Pandion haliaetus,Freshwater,large river deltas,7.56222E+11,0.010249907
Pandion haliaetus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",1.12038E+11,0.575325464
Pandion haliaetus,Marine,Mid-tropical North Pacific Ocean,353346092.1,0.001814465
Pandion haliaetus,Freshwater,montane freshwaters,1.42766E+12,0.019350622
Pandion haliaetus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",54265244840,0.278657064
Pandion haliaetus,Terrestrial,Nearctic,1.19173E+13,0.161478977
Pandion haliaetus,Terrestrial,Neotropic,1.26779E+13,0.171784136
Pandion haliaetus,Freshwater,No Data,7755026489,0.000105112
Pandion haliaetus,Marine,North West Pacific,13203484066,0.067801115
Pandion haliaetus,Terrestrial,Oceania,9962031703,0.000134985
Pandion haliaetus,Freshwater,oceanic islands,1.60455E+11,0.002174824
Pandion haliaetus,Terrestrial,Palearctic,2.5231E+13,0.341878124
Pandion haliaetus,Freshwater,polar freshwaters,9.43758E+12,0.12791787
Pandion haliaetus,Marine,South-east Pacific,83528643.56,0.000428927
Pandion haliaetus,Freshwater,temperate coastal rivers,7.34434E+12,0.099545849
Pandion haliaetus,Freshwater,temperate floodplain rivers and wetlands,9.90044E+12,0.134191517
Pandion haliaetus,Freshwater,temperate upland rivers,3.7471E+12,0.050788562
Pandion haliaetus,Freshwater,tropical and subtropical coastal rivers,9.06428E+12,0.122858159
Pandion haliaetus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.42557E+13,0.193222559
Pandion haliaetus,Freshwater,tropical and subtropical upland rivers,6.3367E+12,0.085888217
Pandion haliaetus,Freshwater,xeric freshwaters and endorheic (closed) basins,9.57606E+12,0.129794771
Hamirostra melanosternon,Terrestrial,Australasia,4.45784E+12,1
Milvus milvus,Terrestrial,Afrotropic,2144934046,0.000605994
Milvus milvus,Terrestrial,Palearctic,3.53739E+12,0.999394006
Haliaeetus leucogaster,Terrestrial,Australasia,2.99165E+12,0.608748816
Haliaeetus leucogaster,Terrestrial,Indo-Malay,1.92277E+12,0.391251184
Haliaeetus leucogaster,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",42121467936,0.897536445
Haliaeetus leucogaster,Freshwater,montane freshwaters,10649675585,0.002173993
Haliaeetus leucogaster,Freshwater,No Data,952661.1875,1.94E-07
Haliaeetus leucogaster,Marine,North West Pacific,4808624046,0.102463555
Haliaeetus leucogaster,Freshwater,oceanic islands,1.42181E+11,0.02902433
Haliaeetus leucogaster,Freshwater,temperate coastal rivers,2.04933E+11,0.041834471
Haliaeetus leucogaster,Freshwater,temperate floodplain rivers and wetlands,6.53561E+11,0.13341591
Haliaeetus leucogaster,Freshwater,tropical and subtropical coastal rivers,2.70224E+12,0.551626218
Haliaeetus leucogaster,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,8.69699E+11,0.177537798
Haliaeetus leucogaster,Freshwater,tropical and subtropical upland rivers,64533540867,0.013173682
Haliaeetus leucogaster,Freshwater,xeric freshwaters and endorheic (closed) basins,2.50878E+11,0.051213404
Haliaeetus sanfordi,Terrestrial,Australasia,32801326938,1
Haliaeetus sanfordi,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",2983200741,1
Haliaeetus sanfordi,Freshwater,tropical and subtropical coastal rivers,32963694809,1
Haliaeetus vocifer,Terrestrial,Afrotropic,1.83123E+13,0.999712897
Haliaeetus vocifer,Freshwater,large lakes,7.13223E+11,0.038958301
Haliaeetus vocifer,Freshwater,large river deltas,46794994452,0.002556077
Haliaeetus vocifer,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",12413047343,1
Haliaeetus vocifer,Freshwater,montane freshwaters,6.74838E+11,0.036861568
Haliaeetus vocifer,Terrestrial,Palearctic,5259037026,0.000287103
Haliaeetus vocifer,Freshwater,temperate coastal rivers,1.31943E+11,0.007207128
Haliaeetus vocifer,Freshwater,temperate upland rivers,5.53237E+11,0.030219415
Haliaeetus vocifer,Freshwater,tropical and subtropical coastal rivers,3.12132E+12,0.170495365
Haliaeetus vocifer,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,7.16941E+12,0.391613912
Haliaeetus vocifer,Freshwater,tropical and subtropical upland rivers,1.67904E+12,0.091714144
Haliaeetus vocifer,Freshwater,xeric freshwaters and endorheic (closed) basins,4.21754E+12,0.230374092
Haliaeetus vociferoides,Terrestrial,Afrotropic,52069108020,1
Haliaeetus vociferoides,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",661515575.4,1
Haliaeetus vociferoides,Freshwater,montane freshwaters,624483837.7,0.01205557
Haliaeetus vociferoides,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,19087527510,0.368481952
Haliaeetus vociferoides,Freshwater,xeric freshwaters and endorheic (closed) basins,32088429368,0.619462478
Haliaeetus leucoryphus,Terrestrial,Indo-Malay,1.78086E+12,0.139826481
Haliaeetus leucoryphus,Freshwater,large lakes,7.67153E+11,0.060237984
Haliaeetus leucoryphus,Freshwater,montane freshwaters,5.79167E+12,0.454770465
Haliaeetus leucoryphus,Terrestrial,Palearctic,1.09553E+13,0.860173519
Haliaeetus leucoryphus,Freshwater,polar freshwaters,4.14256E+11,0.032527965
Haliaeetus leucoryphus,Freshwater,temperate floodplain rivers and wetlands,1.67347E+12,0.131403011
Haliaeetus leucoryphus,Freshwater,temperate upland rivers,1.52453E+12,0.119708172
Haliaeetus leucoryphus,Freshwater,tropical and subtropical coastal rivers,36503079255,0.002866275
Haliaeetus leucoryphus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,1.35322E+12,0.10625647
Haliaeetus leucoryphus,Freshwater,tropical and subtropical upland rivers,7.84294E+11,0.061583923
Haliaeetus leucoryphus,Freshwater,xeric freshwaters and endorheic (closed) basins,3.90285E+11,0.030645735
Haliaeetus albicilla,Marine,Black Sea,5464301821,0.063519584
Haliaeetus albicilla,Terrestrial,Indo-Malay,4.35796E+11,0.018874485
Haliaeetus albicilla,Marine,Inner Baltic Sea Inner,8511610878,0.098942921
Haliaeetus albicilla,Freshwater,large lakes,5.1866E+11,0.022440807
Haliaeetus albicilla,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",11277686660,0.131097072
Haliaeetus albicilla,Freshwater,montane freshwaters,8.50812E+11,0.036811958
Haliaeetus albicilla,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",51757715095,0.601655739
Haliaeetus albicilla,Terrestrial,Nearctic,1.01128E+11,0.004379883
Haliaeetus albicilla,Marine,North West Pacific,9014151180,0.104784683
Haliaeetus albicilla,Terrestrial,Palearctic,2.25522E+13,0.976745632
Haliaeetus albicilla,Freshwater,polar freshwaters,1.19073E+13,0.515191858
Haliaeetus albicilla,Freshwater,temperate coastal rivers,1.68021E+12,0.072697241
Haliaeetus albicilla,Freshwater,temperate floodplain rivers and wetlands,5.32862E+12,0.230552816
Haliaeetus albicilla,Freshwater,temperate upland rivers,1.36725E+12,0.059156728
Haliaeetus albicilla,Freshwater,tropical and subtropical coastal rivers,83159271557,0.003598042
Haliaeetus albicilla,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.7438E+11,0.011871575
Haliaeetus albicilla,Freshwater,tropical and subtropical upland rivers,1.13386E+11,0.004905838
Haliaeetus albicilla,Freshwater,xeric freshwaters and endorheic (closed) basins,9.88589E+11,0.042773138
Haliaeetus leucocephalus,Freshwater,large lakes,1.07643E+12,0.073447684
Haliaeetus leucocephalus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",22162919085,0.467418399
Haliaeetus leucocephalus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",25252670694,0.532581601
Haliaeetus leucocephalus,Terrestrial,Nearctic,1.4559E+13,0.993265679
Haliaeetus leucocephalus,Terrestrial,Neotropic,98709459867,0.006734321
Haliaeetus leucocephalus,Freshwater,polar freshwaters,2.6254E+12,0.179138638
Haliaeetus leucocephalus,Freshwater,temperate coastal rivers,4.33326E+12,0.295670428
Haliaeetus leucocephalus,Freshwater,temperate floodplain rivers and wetlands,2.36889E+12,0.161636111
Haliaeetus leucocephalus,Freshwater,temperate upland rivers,2.57656E+12,0.175805942
Haliaeetus leucocephalus,Freshwater,tropical and subtropical coastal rivers,2.95084E+11,0.020134418
Haliaeetus leucocephalus,Freshwater,xeric freshwaters and endorheic (closed) basins,1.38008E+12,0.09416678
Haliaeetus pelagicus,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",3498548550,0.215598093
Haliaeetus pelagicus,Marine,"NE and NW Atlantic and Mediterranean, Arctic and North Pacific",12722326070,0.784013486
Haliaeetus pelagicus,Marine,North West Pacific,6302973.375,0.000388421
Haliaeetus pelagicus,Terrestrial,Palearctic,2.38022E+11,1
Haliaeetus pelagicus,Freshwater,polar freshwaters,95445697269,0.390541272
Haliaeetus pelagicus,Freshwater,temperate coastal rivers,1.2008E+11,0.491337462
Haliaeetus pelagicus,Freshwater,temperate floodplain rivers and wetlands,28868054194,0.118121266
Gypohierax angolensis,Terrestrial,Afrotropic,9.71357E+12,1
Gypohierax angolensis,Freshwater,large lakes,5.0322E+11,0.051814976
Gypohierax angolensis,Freshwater,large river deltas,46277272432,0.004765025
Gypohierax angolensis,Freshwater,montane freshwaters,1.51812E+11,0.01563159
Gypohierax angolensis,Freshwater,temperate upland rivers,9418673343,0.000969811
Gypohierax angolensis,Freshwater,tropical and subtropical coastal rivers,2.1418E+12,0.220534257
Gypohierax angolensis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.76266E+12,0.490396525
Gypohierax angolensis,Freshwater,tropical and subtropical upland rivers,1.42239E+12,0.14645875
Gypohierax angolensis,Freshwater,xeric freshwaters and endorheic (closed) basins,6.74286E+11,0.069429066
Gypaetus barbatus,Terrestrial,Afrotropic,8.39753E+11,0.113131684
Gypaetus barbatus,Terrestrial,Indo-Malay,2.19208E+11,0.029531682
Gypaetus barbatus,Terrestrial,Palearctic,6.36383E+12,0.857336635
Neophron percnopterus,Terrestrial,Afrotropic,8.26198E+12,0.310014605
Neophron percnopterus,Terrestrial,Indo-Malay,3.09883E+12,0.116277674
Neophron percnopterus,Freshwater,large lakes,5.16436E+11,0.019381154
Neophron percnopterus,Freshwater,large river deltas,56241361854,0.002110663
Neophron percnopterus,Freshwater,montane freshwaters,1.50087E+12,0.056325671
Neophron percnopterus,Freshwater,No Data,8130631667,0.000305132
Neophron percnopterus,Freshwater,oceanic islands,3763673549,0.000141246
Neophron percnopterus,Terrestrial,Palearctic,1.52895E+13,0.573707721
Neophron percnopterus,Freshwater,temperate coastal rivers,2.38183E+12,0.089387052
Neophron percnopterus,Freshwater,temperate floodplain rivers and wetlands,1.00528E+12,0.037727006
Neophron percnopterus,Freshwater,temperate upland rivers,6.81643E+11,0.025581137
Neophron percnopterus,Freshwater,tropical and subtropical coastal rivers,4.9697E+11,0.018650614
Neophron percnopterus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5.5049E+12,0.20659149
Neophron percnopterus,Freshwater,tropical and subtropical upland rivers,4.34183E+11,0.016294321
Neophron percnopterus,Freshwater,xeric freshwaters and endorheic (closed) basins,1.4056E+13,0.527504514
Necrosyrtes monachus,Terrestrial,Afrotropic,1.08776E+13,0.977336502
Necrosyrtes monachus,Freshwater,large lakes,6.60883E+11,0.059392847
Necrosyrtes monachus,Freshwater,large river deltas,45873752056,0.004122628
Necrosyrtes monachus,Freshwater,montane freshwaters,5.30194E+11,0.047647987
Necrosyrtes monachus,Terrestrial,Palearctic,2.5224E+11,0.022663498
Necrosyrtes monachus,Freshwater,temperate upland rivers,18249472376,0.001640062
Necrosyrtes monachus,Freshwater,tropical and subtropical coastal rivers,1.14383E+12,0.102795121
Necrosyrtes monachus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.47677E+12,0.402323142
Necrosyrtes monachus,Freshwater,tropical and subtropical upland rivers,8.12972E+11,0.073060969
Necrosyrtes monachus,Freshwater,xeric freshwaters and endorheic (closed) basins,3.43853E+12,0.309017244
Gyps africanus,Terrestrial,Afrotropic,1.10248E+13,1
Gyps africanus,Freshwater,large lakes,6.51546E+11,0.05910205
Gyps africanus,Freshwater,montane freshwaters,4.89981E+11,0.044446413
Gyps africanus,Freshwater,temperate upland rivers,2.25054E+11,0.020414741
Gyps africanus,Freshwater,tropical and subtropical coastal rivers,1.67051E+12,0.151532584
Gyps africanus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,3.923E+12,0.355856514
Gyps africanus,Freshwater,tropical and subtropical upland rivers,8.24138E+11,0.074757932
Gyps africanus,Freshwater,xeric freshwaters and endorheic (closed) basins,3.23987E+12,0.293889766
Gyps bengalensis,Terrestrial,Indo-Malay,2.76189E+12,0.997835747
Gyps bengalensis,Terrestrial,Palearctic,5990401105,0.002164253
Gyps rueppelli,Terrestrial,Afrotropic,6.39573E+12,0.96139786
Gyps rueppelli,Terrestrial,Palearctic,2.56802E+11,0.03860214
Gyps himalayensis,Terrestrial,Indo-Malay,2.43229E+11,0.058918875
Gyps himalayensis,Terrestrial,Palearctic,3.88497E+12,0.941081125
Gyps fulvus,Terrestrial,Afrotropic,3.8428E+12,0.22073475
Gyps fulvus,Terrestrial,Indo-Malay,1.90707E+12,0.109544442
Gyps fulvus,Terrestrial,Palearctic,1.16592E+13,0.669720808
Gyps coprotheres,Terrestrial,Afrotropic,3.01229E+12,1
Aegypius monachus,Terrestrial,Indo-Malay,1.45988E+12,0.11186571
Aegypius monachus,Terrestrial,Palearctic,1.15904E+13,0.88813429
Torgos tracheliotos,Terrestrial,Afrotropic,1.05823E+13,0.863996468
Torgos tracheliotos,Terrestrial,Palearctic,1.66578E+12,0.136003532
Trigonoceps occipitalis,Terrestrial,Afrotropic,6.46568E+12,1
Sarcogyps calvus,Terrestrial,Indo-Malay,2.00135E+12,0.986532405
Sarcogyps calvus,Terrestrial,Palearctic,27321308451,0.013467595
Circaetus cinereus,Terrestrial,Afrotropic,1.15066E+13,0.997174299
Circaetus cinereus,Terrestrial,Palearctic,32606233984,0.002825701
Circaetus fasciolatus,Terrestrial,Afrotropic,7.22454E+11,1
Terathopius ecaudatus,Terrestrial,Afrotropic,1.39957E+13,0.999827356
Terathopius ecaudatus,Terrestrial,Palearctic,2416697082,0.000172644
Accipiter henstii,Terrestrial,Afrotropic,4.3225E+11,1
Megatriorchis doriae,Terrestrial,Australasia,5.74292E+11,1
Buteogallus schistaceus,Terrestrial,Neotropic,3.51441E+12,1
Morphnarchus princeps,Terrestrial,Neotropic,88036730811,1
Buteogallus urubitinga,Terrestrial,Nearctic,48739085157,0.003732791
Buteogallus urubitinga,Terrestrial,Neotropic,1.30083E+13,0.996267209
Geranoaetus melanoleucus,Terrestrial,Neotropic,8.12699E+11,1
Buteogallus solitarius,Terrestrial,Nearctic,53633626535,0.079059952
Buteogallus solitarius,Terrestrial,Neotropic,6.24758E+11,0.920940048
Buteogallus coronatus,Terrestrial,Neotropic,4.22853E+12,1
Buteo galapagoensis,Marine,"Mid-Atlantic, Pacific and Indian Oceans including coastal tropics and warm temperate areas",156936878.3,1
Buteo galapagoensis,Terrestrial,Neotropic,5474839230,1
Buteo jamaicensis,Terrestrial,Nearctic,1.46397E+13,0.92514298
Buteo jamaicensis,Terrestrial,Neotropic,1.18456E+12,0.07485702
Buteo ventralis,Terrestrial,Neotropic,5.07757E+11,1
Buteo hemilasius,Terrestrial,Indo-Malay,1.67507E+11,0.020046986
Buteo hemilasius,Terrestrial,Palearctic,8.18821E+12,0.979953014
Buteo regalis,Terrestrial,Nearctic,4.07234E+12,0.984442426
Buteo regalis,Terrestrial,Neotropic,64357035318,0.015557574
Buteo rufofuscus,Terrestrial,Afrotropic,1.53343E+12,1
Morphnus guianensis,Terrestrial,Neotropic,1.15258E+13,1
Harpia harpyja,Terrestrial,Neotropic,1.05091E+13,1
Harpyopsis novaeguineae,Terrestrial,Australasia,6.77034E+11,1
Pithecophaga jefferyi,Terrestrial,Indo-Malay,89886066284,1
Ictinaetus malaiensis,Terrestrial,Australasia,1.2184E+11,0.08641199
Ictinaetus malaiensis,Terrestrial,Indo-Malay,1.28802E+12,0.913501157
Ictinaetus malaiensis,Terrestrial,Palearctic,122461836.1,8.69E-05
Clanga pomarina,Terrestrial,Afrotropic,6.73552E+12,0.579735896
Clanga pomarina,Terrestrial,Palearctic,4.88273E+12,0.420264104
Clanga clanga,Terrestrial,Afrotropic,6.02949E+11,0.025499257
Clanga clanga,Terrestrial,Indo-Malay,4.65773E+12,0.196979766
Clanga clanga,Freshwater,large lakes,7.54364E+11,0.031902668
Clanga clanga,Freshwater,large river deltas,55618425909,0.002352148
Clanga clanga,Freshwater,montane freshwaters,1.04571E+12,0.044223918
Clanga clanga,Terrestrial,Palearctic,1.83851E+13,0.777520977
Clanga clanga,Freshwater,polar freshwaters,4.42938E+12,0.187321852
Clanga clanga,Freshwater,temperate coastal rivers,6.57135E+11,0.027790758
Clanga clanga,Freshwater,temperate floodplain rivers and wetlands,5.54185E+12,0.234369296
Clanga clanga,Freshwater,temperate upland rivers,1.54176E+12,0.06520242
Clanga clanga,Freshwater,tropical and subtropical coastal rivers,5.15859E+11,0.021816082
Clanga clanga,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.0144E+12,0.169772042
Clanga clanga,Freshwater,tropical and subtropical upland rivers,2.79978E+11,0.011840495
Clanga clanga,Freshwater,xeric freshwaters and endorheic (closed) basins,4.80975E+12,0.20340832
Aquila rapax,Terrestrial,Afrotropic,1.4149E+13,0.806987261
Aquila rapax,Terrestrial,Indo-Malay,2.45954E+12,0.140279518
Aquila rapax,Freshwater,large lakes,8.66638E+11,0.049441669
Aquila rapax,Freshwater,montane freshwaters,4.90675E+11,0.027992965
Aquila rapax,Terrestrial,Palearctic,9.24579E+11,0.052733221
Aquila rapax,Freshwater,temperate coastal rivers,1.53346E+11,0.008748403
Aquila rapax,Freshwater,temperate upland rivers,2.9573E+11,0.016871394
Aquila rapax,Freshwater,tropical and subtropical coastal rivers,2.11685E+12,0.120766011
Aquila rapax,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6.86483E+12,0.391638325
Aquila rapax,Freshwater,tropical and subtropical upland rivers,9.51088E+11,0.054259537
Aquila rapax,Freshwater,xeric freshwaters and endorheic (closed) basins,5.78934E+12,0.330281696
Aquila nipalensis,Terrestrial,Afrotropic,9.02462E+12,0.318274895
Aquila nipalensis,Terrestrial,Indo-Malay,5.18848E+12,0.182984246
Aquila nipalensis,Terrestrial,Palearctic,1.41417E+13,0.49874086
Aquila adalberti,Terrestrial,Palearctic,1.29598E+11,1
Aquila adalberti,Freshwater,temperate coastal rivers,1.29606E+11,1
Aquila heliaca,Terrestrial,Afrotropic,1.22454E+12,0.049174872
Aquila heliaca,Terrestrial,Indo-Malay,3.2223E+12,0.129400328
Aquila heliaca,Freshwater,large lakes,8.53895E+11,0.034293099
Aquila heliaca,Freshwater,large river deltas,45990827574,0.001847028
Aquila heliaca,Freshwater,montane freshwaters,3.5126E+12,0.141069024
Aquila heliaca,Terrestrial,Palearctic,2.04549E+13,0.821424801
Aquila heliaca,Freshwater,polar freshwaters,2.41087E+12,0.096822449
Aquila heliaca,Freshwater,temperate coastal rivers,9.14967E+11,0.03674579
Aquila heliaca,Freshwater,temperate floodplain rivers and wetlands,6.11505E+12,0.245585309
Aquila heliaca,Freshwater,temperate upland rivers,1.84888E+12,0.074252592
Aquila heliaca,Freshwater,tropical and subtropical coastal rivers,3.15777E+11,0.012681875
Aquila heliaca,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.9584E+12,0.118811636
Aquila heliaca,Freshwater,tropical and subtropical upland rivers,2.52148E+11,0.010126475
Aquila heliaca,Freshwater,xeric freshwaters and endorheic (closed) basins,5.67132E+12,0.227764722
Aquila gurneyi,Terrestrial,Australasia,5.85387E+11,1
Aquila chrysaetos,Terrestrial,Afrotropic,58187445790,0.001382233
Aquila chrysaetos,Terrestrial,Indo-Malay,4.59667E+11,0.010919314
Aquila chrysaetos,Terrestrial,Nearctic,1.27805E+13,0.303598559
Aquila chrysaetos,Terrestrial,Neotropic,84480878365,0.002006829
Aquila chrysaetos,Terrestrial,Palearctic,2.87139E+13,0.682093066
Aquila audax,Terrestrial,Australasia,7.67155E+12,1
Aquila audax,Freshwater,temperate coastal rivers,2.54537E+11,0.033199037
Aquila audax,Freshwater,temperate floodplain rivers and wetlands,1.09947E+12,0.143403009
Aquila audax,Freshwater,tropical and subtropical coastal rivers,1.81441E+12,0.236651759
Aquila audax,Freshwater,xeric freshwaters and endorheic (closed) basins,4.49857E+12,0.586746195
Aquila verreauxii,Terrestrial,Afrotropic,3.97013E+12,0.987680673
Aquila verreauxii,Terrestrial,Palearctic,49519368612,0.012319327
Hieraaetus wahlbergi,Terrestrial,Afrotropic,1.20004E+13,1
Hieraaetus wahlbergi,Freshwater,large lakes,7.50458E+11,0.062553421
Hieraaetus wahlbergi,Freshwater,montane freshwaters,5.4162E+11,0.045145998
Hieraaetus wahlbergi,Freshwater,temperate upland rivers,2.12193E+11,0.017687072
Hieraaetus wahlbergi,Freshwater,tropical and subtropical coastal rivers,2.19285E+12,0.182781871
Hieraaetus wahlbergi,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.8194E+12,0.401714885
Hieraaetus wahlbergi,Freshwater,tropical and subtropical upland rivers,1.11724E+12,0.093126341
Hieraaetus wahlbergi,Freshwater,xeric freshwaters and endorheic (closed) basins,2.36331E+12,0.196990412
Aquila fasciata,Terrestrial,Afrotropic,2.06524E+11,0.034748707
Aquila fasciata,Terrestrial,Australasia,63097454515,0.010616442
Aquila fasciata,Terrestrial,Indo-Malay,3.34115E+12,0.562164672
Aquila fasciata,Freshwater,montane freshwaters,97118521764,0.016347164
Aquila fasciata,Freshwater,No Data,8251769828,0.001388953
Aquila fasciata,Freshwater,oceanic islands,62753213340,0.010562733
Aquila fasciata,Terrestrial,Palearctic,2.3326E+12,0.392470179
Aquila fasciata,Freshwater,temperate coastal rivers,1.19151E+12,0.200557151
Aquila fasciata,Freshwater,temperate floodplain rivers and wetlands,2.48963E+11,0.041905953
Aquila fasciata,Freshwater,temperate upland rivers,91187611990,0.015348862
Aquila fasciata,Freshwater,tropical and subtropical coastal rivers,3.49026E+11,0.058748672
Aquila fasciata,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,2.84271E+12,0.478490673
Aquila fasciata,Freshwater,tropical and subtropical upland rivers,2.0073E+11,0.033787272
Aquila fasciata,Freshwater,xeric freshwaters and endorheic (closed) basins,8.48747E+11,0.142862566
Aquila spilogaster,Terrestrial,Afrotropic,1.24043E+13,0.999783319
Aquila spilogaster,Freshwater,large lakes,8.64525E+11,0.069693865
Aquila spilogaster,Freshwater,montane freshwaters,5.29488E+11,0.042684813
Aquila spilogaster,Terrestrial,Palearctic,2688362841,0.000216681
Aquila spilogaster,Freshwater,temperate upland rivers,92390584968,0.007448091
Aquila spilogaster,Freshwater,tropical and subtropical coastal rivers,2.00362E+12,0.161522572
Aquila spilogaster,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,4.58867E+12,0.369916583
Aquila spilogaster,Freshwater,tropical and subtropical upland rivers,1.37337E+12,0.110714662
Aquila spilogaster,Freshwater,xeric freshwaters and endorheic (closed) basins,2.95254E+12,0.238019415
Polemaetus bellicosus,Terrestrial,Afrotropic,1.48724E+13,0.999278424
Polemaetus bellicosus,Freshwater,large lakes,7.85786E+11,0.052811427
Polemaetus bellicosus,Freshwater,montane freshwaters,6.03399E+11,0.040553464
Polemaetus bellicosus,Terrestrial,Palearctic,10739334850,0.000721576
Polemaetus bellicosus,Freshwater,temperate coastal rivers,1.31925E+11,0.008866458
Polemaetus bellicosus,Freshwater,temperate upland rivers,5.53237E+11,0.037182212
Polemaetus bellicosus,Freshwater,tropical and subtropical coastal rivers,1.64817E+12,0.110770808
Polemaetus bellicosus,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,5.25669E+12,0.353293893
Polemaetus bellicosus,Freshwater,tropical and subtropical upland rivers,1.3196E+12,0.088687911
Polemaetus bellicosus,Freshwater,xeric freshwaters and endorheic (closed) basins,4.58029E+12,0.307833827
Lophaetus occipitalis,Terrestrial,Afrotropic,1.40287E+13,1
Lophaetus occipitalis,Freshwater,large lakes,6.4768E+11,0.046197243
Lophaetus occipitalis,Freshwater,large river deltas,46794994452,0.003337761
Lophaetus occipitalis,Freshwater,montane freshwaters,5.69877E+11,0.040647815
Lophaetus occipitalis,Freshwater,temperate coastal rivers,83828327220,0.005979249
Lophaetus occipitalis,Freshwater,temperate upland rivers,1.18768E+11,0.008471391
Lophaetus occipitalis,Freshwater,tropical and subtropical coastal rivers,2.70738E+12,0.193109983
Lophaetus occipitalis,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,6.6018E+12,0.470888657
Lophaetus occipitalis,Freshwater,tropical and subtropical upland rivers,1.34403E+12,0.095865992
Lophaetus occipitalis,Freshwater,xeric freshwaters and endorheic (closed) basins,1.89972E+12,0.135501909
Aquila africana,Terrestrial,Afrotropic,1.91831E+12,1
Aquila africana,Freshwater,large lakes,37181139733,0.019421193
Aquila africana,Freshwater,large river deltas,27230540122,0.014223598
Aquila africana,Freshwater,montane freshwaters,75909819593,0.039650729
Aquila africana,Freshwater,tropical and subtropical coastal rivers,7.80671E+11,0.407775513
Aquila africana,Freshwater,tropical and subtropical floodplain rivers and wetland complexes,8.08768E+11,0.422451807
Aquila africana,Freshwater,tropical and subtropical upland rivers,1.84702E+11,0.09647716
Nisaetus nipalensis,Terrestrial,Indo-Malay,9.7683E+11,0.710439375
Nisaetus nipalensis,Terrestrial,Palearctic,3.98136E+11,0.289560625
Spizaetus tyrannus,Freshwater,large lakes,42434136222,0.005145167
Spizaetus tyrannus,Freshwater,large river deltas,4.47303E+11,0.054235839
